word,head,tail
不以规矩，不能成方圆,bù,jǔ，bù
不以人废言,bù,fèi
不以为耻,bù,chǐ
不以为奇,bù,qí
不以为然,bù,rán
不以为意,bù,yì
不以一眚掩大德,bù,shěng
不义之财,bù,cái
不亦乐乎,bù,hū
不亦善夫,bù,fū
不易一字,bù,zì
不易之典,bù,diǎn
不易之论,bù,lùn
不一而足,bù,zú
不偏不党,bù,dǎng
不管一二,bù,èr
不宁唯是,bù,shì
不得而知,bù,zhī
不得不尔,bù,ěr
不到黄河心不死,bù,hé
不当人子,bù,zǐ
不当不正,bù,zhèng
不待蓍龟,bù,guī
不打自招,bù,zhāo
不打不相识,bù,xiāng
不打不成相识,bù,xiāng
不存芥蒂,bù,dì
不存不济,bù,jì
不次之位,bù,wèi
不次之迁,bù,qiān
不加思索,bù,suǒ
不假思索,bù,suǒ
不得开交,bù,jiāo
不得其死,bù,sǐ
不得其所,bù,suǒ
不得人心,bù,xīn
不急之务,bù,wù
不疾不徐,bù,xú
不计其数,bù,shù
不记前仇,bù,chóu
不二法门,bù,mén
不恶而严,bù,yán
不断如带,bù,dài
不稼不穑,bù,sè
不动声色,bù,sè
不登大雅之堂,bù,yǎ
不登大雅,bù,yǎ
不得已而用之,bù,ér
不得已而为之,bù,ér
不得要领,bù,lǐng
不得违误,bù,wù
不得善终,bù,zhōng
不懂装懂,bù,dǒng
不间不界,bù,gà
不见棺材不落泪,bù,cái
不见棺材不下泪,bù,cái
不经之语,bù,yǔ
不胫而走,bù,zǒu
不揪不采,bù,cǎi
不揪不採,bù,cǎi
不揪不睬,bù,cǎi
不咎既往,bù,wǎng
不拘细节,bù,jié
不经之谈,bù,tán
不拘细行,bù,xíng
不拘形迹,bù,jī
不拘一格,bù,gé
不绝如带,bù,dài
不绝如发,bù,fà
不绝如缕,bù,lǚ
不绝如线,bù,xiàn
不绝若线,bù,xiàn
不拘小节,bù,jié
不即不离,bù,lí
不经之说,bù,shuō
不经世故,bù,gù
不见经传,bù,zhuàn
不见天日,bù,rì
不骄不躁,bù,zào
不教而杀,bù,shā
不教而诛,bù,zhū
不教之教,bù,jiào
不解之仇,bù,chóu
不经一事，不长一智,bù,shì，bù
不解之缘,bù,yuán
不矜不伐,bù,fá
不矜细行,bù,xíng
不紧不慢,bù,màn
不近道理,bù,lǐ
不近人情,bù,qíng
不进则退,bù,tuì
不禁不由,bù,yóu
不今不古,bù,gǔ
不绝于耳,bù,ěr
不及之法,bù,fǎ
不羁之才,bù,cái
不敢掠美,bù,měi
不敢后人,bù,rén
不敢苟同,bù,tóng
不敢告劳,bù,láo
不敢高攀,bù,pān
不尴不尬,bù,gà
不甘示弱,bù,ruò
不甘寂寞,bù,mò
不甘后人,bù,rén
不轨之徒,bù,tú
不干不净,bù,jìng
不改其乐,bù,lè
不复堪命,bù,mìng
不负众望,bù,wàng
不服水土,bù,tǔ
不敢旁骛,bù,wù
不敢问津,bù,jīn
不敢越雷池一步,bù,léi
不敢造次,bù,cì
不管三七二十一,bù,qī
不管不顾,bù,gù
不关痛痒,bù,yǎng
不关紧要,bù,yào
不顾一切,bù,qiè
不顾死活,bù,huó
不顾前后,bù,hòu
不伏烧埋,bù,mái
不顾大局,bù,jú
不古不今,bù,jīn
不苟言笑,bù,xiào
不共戴天,bù,tiān
不攻自破,bù,pò
不根之谈,bù,tán
不根之论,bù,lùn
不敢自专,bù,zhuān
不瞽不聋,bù,lóng
不丰不杀,bù,shā
不丰不俭,bù,jiǎn
不愤不启,bù,qǐ
不合时宜,bù,yí
不哼不哈,bù,hā
不护细行,bù,xíng
不怀好意,bù,yì
不欢而散,bù,sàn
不慌不忙,bù,máng
不遑枚举,bù,jǔ
不好意思,bù,sī
不遑宁处,bù,chǔ
不遑启处,bù,chǔ
不遑暇食,bù,shí
不讳之朝,bù,cháo
不讳之路,bù,lù
不讳之门,bù,mén
不惑之年,bù,nián
不饥不寒,bù,hán
不遑宁息,bù,xī
不羁之民,bù,mín
不寒而栗,bù,lì
不乏其人,bù,rén
不分畛域,bù,yù
不分皂白,bù,bái
不分玉石,bù,shí
不分轩轾,bù,zhì
不分胜负,bù,fù
不分青红皂白,bù,hóng
不分青白,bù,béi
不过尔尔,bù,ěr
不分伯仲,bù,zhòng
不费之惠,bù,huì
不费吹灰之力,bù,huī
不废江河,bù,hé
不悱不发,bù,fā
不法古不修今,bù,bù
不法常可,bù,kě
不乏先例,bù,lì
不分彼此,bù,cǐ
不觉技痒,bù,yǎng
不刊之典,bù,diǎn
不刊之论,bù,lùn
不可捉摸,bù,mō
不媿下学,bù,xué
不愧不作,bù,zuò
不愧不怍,bù,zuò
不愧屋漏,bù,lòu
不愧下学,bù,xué
不郎不秀,bù,xiù
不稂不莠,bù,yǒu
不劳而成,bù,chéng
不劳而获,bù,huò
不冷不热,bù,rè
不立文字,bù,zì
不凉不酸,bù,suān
不了不当,bù,dàng
不了而了,bù,liǎo
不可终日,bù,rì
不可造次,bù,cì
不可逾越,bù,yuè
不可移易,bù,yì
不可胜纪,bù,jì
不可胜举,bù,jù
不可胜数,bù,shǔ
不可胜算,bù,suàn
不可胜言,bù,yán
不可收拾,bù,shí
不可思议,bù,yì
不了了之,bù,zhī
不可同日而语,bù,rì
不可乡迩,bù,ěr
不可向迩,bù,ěr
不可言传,bù,chuán
不可言宣,bù,xuān
不可言喻,bù,yù
不可言状,bù,zhuàng
不可一世,bù,shì
不可限量,bù,liàng
不劣方头,bù,tóu
不磷不缁,bù,zī
不吝赐教,bù,jiào
不名一文,bù,wén
不明不白,bù,bái
不谋而合,bù,hé
不谋而同,bù,tóng
不谋同辞,bù,cí
不牧之地,bù,dì
不奈之何,bù,hé
不名一钱,bù,qián
不挠不屈,bù,qū
不能登大雅之堂,bù,dà
不能赞一词,bù,yī
不能赞一辞,bù,yī
不能自拔,bù,bá
不能自已,bù,yǐ
不念旧恶,bù,è
不念僧面念佛面,bù,miàn
不挠不折,bù,zhé
不可胜记,bù,jì
不名一格,bù,gé
不忙不暴,bù,bào
不吝指教,bù,jiào
不吝珠玉,bù,yù
不留余地,bù,dì
不露锋芒,bù,máng
不露锋铓,bù,huì
不露圭角,bù,jiǎo
不露神色,bù,sè
不毛之地,bù,dì
不露声色,bù,sè
不伦不类,bù,lèi
不落边际,bù,jì
不龟手药,bù,yào
不落窠臼,bù,jiù
不落俗套,bù,tào
不蔓不支,bù,zhī
不蔓不枝,bù,zhī
不露形色,bù,sè
不可胜计,bù,jì
不可胜道,bù,dào
不可企及,bù,jí
不可端倪,bù,ní
不可多得,bù,dé
不可告人,bù,rén
不啻天渊,bù,yuān
不可教训,bù,xùn
不耻最后,bù,hòu
不耻下问,bù,wèn
不可动摇,bù,yáo
不齿于人,bù,rén
不吃羊肉空惹一身膻,bù,ròu
不吃烟火食,bù,huǒ
不逞之徒,bù,tú
不成体统,bù,tǒng
不成三瓦,bù,wǎ
不成器,bù,
不臣之心,bù,xīn
不痴不聋,bù,lóng
不差上下,bù,xià
不抗不卑,bù,bēi
不看僧面看佛面,bù,miàn
不刊之书,bù,shū
不刊之说,bù,shuō
不堪回首,bù,shǒu
不堪其忧,bù,yōu
不堪入耳,bù,ěr
不堪入目,bù,mù
不堪设想,bù,xiǎng
不亢不卑,bù,bēi
不辞劳苦,bù,kǔ
不揣冒昧,bù,mèi
不出所料,bù,liào
不瞅不睬,bù,cǎi
不偢不倸,bù,cǎi
不堪言状,bù,zhuàng
不堪一击,bù,jī
不堪造就,bù,jiù
不辞而别,bù,bié
不怕官，只怕管,bù,pà
不差累黍,bù,shǔ
不差毫发,bù,fà
不按君臣,bù,chén
不安于位,bù,wèi
不安于室,bù,shì
不安其室,bù,shì
不可究诘,bù,jié
不可救疗,bù,liáo
不可救药,bù,yào
不拔一毛,bù,máo
不可开交,bù,jiāo
不可理喻,bù,yù
不可枚举,bù,jǔ
不可名状,bù,zhuàng
不可摸捉,bù,zhuō
不可磨灭,bù,miè
不可奈何,bù,hé
不可偏废,bù,fèi
不可揆度,bù,duó
不差毫厘,bù,lí
不拔之志,bù,zhì
不败之地,bù,dì
不茶不饭,bù,fàn
不测之罪,bù,zuì
不测之忧,bù,yōu
不测之祸,bù,huò
不步人脚,bù,jiǎo
不辩菽麦,bù,mài
不辨真伪,bù,wěi
不白之冤,bù,yuān
不辨菽粟,bù,sù
不便水土,bù,tǔ
不避汤火,bù,huǒ
不避水火,bù,huǒ
不避艰险,bù,xiǎn
不避斧钺,bù,yuè
不辟斧钺,bù,yuè
不卑不亢,bù,kàng
不辨菽麦,bù,mài
不甘雌伏,bù,fú
不识之无,bù,wú
巴三览四,bā,sì
八仙过海，各显神通,bā,hǎi，gè
八音迭奏,bā,zòu
罢黜百家,bā,jiā
八珍玉食,bā,shí
八字打开,bā,kāi
八字没见一撇,bā,jiàn
八字没一撇,bā,yī
巴巴急急,bā,jí
巴巴劫劫,bā,jié
巴巴结结,bā,jiē
巴高望上,bā,shàng
巴高枝儿,bā,ér
巴前算后,bā,hòu
巴人下里,bā,lǐ
巴三揽四,bā,sì
巴山度岭,bā,lǐng
巴山蜀水,bā,shuǐ
巴山夜雨,bā,yǔ
巴山越岭,bā,lǐng
巴头探脑,bā,nǎo
扒高踩低,bā,dī
八仙过海,bā,hǎi
八万四千,bā,qiān
八音遏密,bā,mì
八面张罗,bā,luo
八百孤寒,bā,hán
八拜之交,bā,jiāo
八窗玲珑,bā,lóng
八斗之才,bā,cái
八方风雨,bā,yǔ
八方呼应,bā,yìng
八难三灾,bā,zāi
八方支持,bā,chí
八方支援,bā,yuán
八公山上，草木皆兵,bā,shàng，cǎo
八府巡按,bā,àn
八荒之外,bā,wài
八街九陌,bā,mò
八九不离十,bā,lí
八面见光,bā,guāng
八面玲珑,bā,lóng
八面驶风,bā,fēng
八面受敌,bā,dí
八面威风,bā,fēng
八面莹澈,bā,chè
八面圆通,bā,tōng
八纮同轨,bā,guǐ
斑衣戏彩,bān,cǎi
班衣戏彩,bān,cǎi
斑驳陆离,bān,lí
搬唇递舌,bān,shé
搬起石头打自己的脚,bān,tóu
搬斤播两,bān,liǎng
搬口弄舌,bān,shé
搬弄是非,bān,fēi
搬石砸脚,bān,jiǎo
搬唇弄舌,bān,shé
班衣戏采,bān,cǎi
班师回俯,bān,fǔ
班师回朝,bān,cháo
班师得胜,bān,shèng
班门弄斧,bān,fǔ
班马文章,bān,zhāng
班荆道旧,bān,jiù
班荆道故,bān,gù
班功行赏,bān,shǎng
班驳陆离,bān,lí
班班可考,bān,kǎo
扳龙附凤,bān,fèng
班香宋艳,bān,yàn
帮闲钻懒,bāng,lǎn
帮虎吃食,bāng,shí
邦国殄瘁,bāng,cuì
邦以民为本,bāng,wéi
帮狗吃食,bāng,shí
包罗万有,bāo,yǒu
褒衣危冠,bāo,guān
褒衣博带,bāo,dài
褒善贬恶,bāo,è
苞苴竿牍,bāo,dú
包羞忍耻,bāo,chǐ
包罗万象,bāo,xiàng
包办代替,bāo,tì
包揽词讼,bāo,sòng
包举宇内,bāo,nèi
包打天下,bāo,xià
包藏奸心,bāo,xīn
包藏祸心,bāo,xīn
北鄙之音,bēi,yīn
杯水之谢,bēi,xiè
杯水之敬,bēi,jìng
杯水舆薪,bēi,xīn
杯水粒粟,bēi,sù
杯水车薪,bēi,xīn
杯蛇幻影,bēi,yǐng
杯盘狼籍,bēi,jí
杯盘狼藉,bēi,jí
杯影蛇弓,bēi,gōng
杯茗之敬,bēi,jìng
杯酒言欢,bēi,huān
杯酒释兵权,bēi,bīng
杯蛇鬼车,bēi,chē
杯中蛇影,bēi,yǐng
悲不自胜,bēi,shèng
杯中之物,bēi,wù
杯酒解怨,bēi,yuàn
悲愁垂涕,bēi,tì
悲从中来,bēi,lái
悲愤填膺,bēi,yīng
悲歌击筑,bēi,zhù
悲歌慷慨,bēi,kǎi
悲歌易水,bēi,shuǐ
悲观厌世,bēi,shì
悲欢离合,bēi,hé
悲声载道,bēi,dào
悲天悯人,bēi,rén
悲痛欲绝,bēi,jué
杯中物,bēi,
杯酒戈矛,bēi,máo
杯弓蛇影,bēi,yǐng
杯弓市虎,bēi,hǔ
北窗高卧,bēi,wò
悲喜交集,bēi,jí
陂湖禀量,bēi,liáng
卑卑不足道,bēi,zú
卑鄙龌龊,bēi,chuò
卑鄙无耻,bēi,chǐ
卑不足道,bēi,dào
杯觥交错,bēi,cuò
卑辞厚币,bēi,bì
卑辞厚礼,bēi,lǐ
卑辞重币,bēi,bì
卑谄足恭,bēi,gōng
卑躬屈节,bēi,jié
北辰星拱,bēi,gǒng
杯羹之让,bēi,ràng
卑之无甚高论,bēi,shèn
卑以自牧,bēi,mù
卑身屈体,bēi,tǐ
卑身贱体,bēi,tǐ
卑陋龌龊,bēi,chuò
卑宫菲食,bēi,shí
北鄙之声,bēi,shēng
卑礼厚币,bēi,bì
卑躬屈膝,bēi,xī
奔走相告,bēn,gào
奔走如市,bēn,shì
奔走呼号,bēn,háo
奔逸绝尘,bēn,chén
奔轶绝尘,bēn,chén
奔走之友,bēn,yǒu
奔走钻营,bēn,yíng
绷扒吊拷,bēng,kǎo
绷爬吊拷,bēng,kǎo
绷巴吊拷,bēng,kǎo
北面称臣,běi,chén
北道主人,běi,rén
北斗之尊,běi,zūn
北风之恋,běi,liàn
北宫婴儿,běi,ér
北门管钥,běi,yuè
北门南牙,běi,yá
北门锁钥,běi,yuè
北门之管,běi,guǎn
北门之寄,běi,jì
北叟失马,běi,mǎ
北郭先生,běi,shēng
北辕适粤,běi,yuè
北辙南辕,běi,yuán
北辕适楚,běi,chǔ
本同末异,běn,yì
本固邦宁,běn,níng
本来面目,běn,mù
本末倒置,běn,zhì
本末源流,běn,liú
本同末离,běn,lí
本乡本土,běn,tǔ
本相毕露,běn,lù
本性难移,běn,yí
本支百世,běn,shì
本枝百世,běn,shì
本小利微,běn,wēi
逼不得已,bī,yǐ
逼良为娼,bī,chāng
逼人太甚,bī,shèn
逼上梁山,bī,shān
鞭擗进里,bīan,lǐ
宾至如归,bīn,guī
彬彬济济,bīn,jǐ
宾饯日月,bīn,yuè
宾餿日月,bīn,yuè
彬彬有礼,bīn,lǐ
宾入如归,bīn,guī
宾客盈门,bīn,mén
宾来如归,bīn,guī
宾客迎门,bīn,mén
宾客如云,bīn,yún
宾朋满座,bīn,zuò
冰散瓦解,bīng,jiě
冰山难靠,bīng,kào
冰山易倒,bīng,dǎo
冰炭不同炉,bīng,tóng
冰炭不同器,bīng,tóng
冰炭不投,bīng,tóu
冰炭不相容,bīng,xiāng
冰天雪地,bīng,dì
冰天雪窖,bīng,jiào
冰天雪窑,bīng,jiào
冰消冻解,bīng,jiě
冰消瓦解,bīng,jiě
冰消雾散,bīng,sàn
冰消雪释,bīng,shì
冰清玉润,bīng,rùn
冰炭不言，冷热自明,bīng,yán，lěng
冰清玉洁,bīng,jié
冰寒于水,bīng,shuǐ
冰清水冷,bīng,lěng
冰雪严寒,bīng,hán
冰冻三尺，非一日之寒,bīng,chǐ，fēi
冰消云散,bīng,sàn
冰壶秋月,bīng,yuè
冰魂素魄,bīng,pò
冰魂雪魄,bīng,pò
冰肌雪肠,bīng,cháng
冰肌玉骨,bīng,gǔ
冰洁玉清,bīng,qīng
冰洁渊清,bīng,qīng
冰解的破,bīng,pò
冰解冻释,bīng,shì
冰解壤分,bīng,fēn
冰解云散,bīng,sàn
冰壸秋月,bīng,yuè
冰清玉粹,bīng,cuì
冰销雾散,bīng,sàn
兵败如山倒,bīng,shān
冰心一片,bīng,piàn
兵临城下,bīng,xià
兵马不动，粮草先行,bīng,dòng，liáng
兵马未动，粮草先行,bīng,"dòng,"
兵拏祸结,bīng,jié
兵多者败,bīng,bài
兵强马壮,bīng,zhuàng
兵强则灭,bīng,miè
兵戎相见,bīng,jiàn
兵连祸结,bīng,jié
兵微将寡,bīng,guǎ
兵闻拙速,bīng,sù
兵无常势,bīng,shì
兵无常形,bīng,xíng
兵无血刃,bīng,rèn
兵销革偃,bīng,yǎn
兵行诡道,bīng,dào
兵凶战危,bīng,wēi
兵在精而不在多,bīng,ér
兵未血刃,bīng,rèn
兵连祸接,bīng,jiē
兵来将迎，水来土堰,bīng,yíng，shuǐ
兵来将敌，水来土堰,bīng,dí，shuǐ
兵多将广,bīng,guǎng
兵出无名,bīng,míng
兵车之会,bīng,huì
兵藏武库，马入华山,bīng,kù
兵不由将,bīng,jiàng
兵不厌诈,bīng,zhà
兵不厌权,bīng,quán
兵不血刃,bīng,rèn
兵不雪刃,bīng,rèn
兵不污刃,bīng,rèn
兵不接刃,bīng,rèn
冰销叶散,bīng,sàn
兵戈扰攘,bīng,rǎng
兵贵神速,bīng,sù
兵贵先声,bīng,shēng
兵荒马乱,bīng,luàn
兵慌马乱,bīng,luàn
兵精粮足,bīng,zú
兵来将挡，水来土掩,bīng,dǎng，shuǐ
兵在其颈,bīng,jǐng
掤扒吊拷,bīng,kǎo
兵强将勇,bīng,yǒng
冰雪聪明,bīng,míng
波流茅靡,bō,mǐ
波光粼粼,bō,lín
波波碌碌,bō,lù
拨嘴撩牙,bō,yá
拨云雾见青天,bō,jiàn
拨云撩雨,bō,yǔ
拨云见日,bō,rì
拨云睹日,bō,rì
拨雨撩云,bō,yún
拨万论千,bō,qiān
拨万轮千,bō,qiān
拨乱为治,bō,zhì
拨乱济危,bō,wēi
拨乱济时,bō,shí
拨乱反治,bō,zhì
拨乱反正,bō,zhèng
拨草瞻风,bō,fēng
拨草寻蛇,bō,shé
波澜壮阔,bō,kuò
波光鳞鳞,bō,lín
伯乐一顾,bō,gù
博弈犹贤,bō,xián
波谲云诡,bō,guǐ
波罗塞戏,bō,xì
波罗奢花,bō,huā
波涛汹涌,bō,yǒng
剥床及肤,bō,fū
剥肤及髓,bō,suǐ
剥肤之痛,bō,tòng
剥肤椎髓,bō,suǐ
剥极必复,bō,fù
波属云委,bō,wěi
剥极则复,bō,fù
波澜老成,bō,chéng
剥极将复,bō,fù
波路壮阔,bō,kuò
播弄是非,bō,fēi
波骇云属,bō,zhǔ
播糠眯目,bō,mù
播穅眯目,bō,mù
剥皮抽筋,bō,jīn
剥茧抽丝,bō,sī
逋逃之薮,bū,sǒu
逋逃之臣,bū,chén
逋慢之罪,bū,zuì
餵糟歠醨,bū,lí
把酒持螯,bǎ,áo
百万买宅，千万买邻,bǎ,zhái，qiān
把玩无厌,bǎ,yàn
把薪助火,bǎ,huǒ
把臂徐去,bǎ,qù
把臂入林,bǎ,lín
把素持斋,bǎ,zhāi
把饭叫饥,bǎ,jī
把持不定,bǎ,dìng
百城之富,bǎi,fù
百步穿杨,bǎi,yáng
百舍重趼,bǎi,jiǎn
百身何赎,bǎi,shú
百身莫赎,bǎi,shú
百世不易,bǎi,yì
百世流芳,bǎi,fāng
百闻不如一见,bǎi,rú
百世不磨,bǎi,mó
百忍成金,bǎi,jīn
百尺无枝,bǎi,zhī
百无一是,bǎi,shì
百巧千穷,bǎi,qióng
百无一失,bǎi,shī
百无一能,bǎi,néng
百无一堪,bǎi,kān
百无一成,bǎi,chéng
百无所成,bǎi,chéng
百无是处,bǎi,chù
百无聊赖,bǎi,lài
百无禁忌,bǎi,jì
百川赴海,bǎi,hǎi
百川朝海,bǎi,hǎi
百不一遇,bǎi,yù
百舌之声,bǎi,shēng
百舍重茧,bǎi,jiǎn
百尺竿头，更进一步,bǎi,tóu，gèng
百不一贷,bǎi,dài
百般刁难,bǎi,nàn
百不为多，一不为少,bǎi,duō，yī
百顺千随,bǎi,suí
百思不得其解,bǎi,dé
百思不解,bǎi,jiě
百思莫解,bǎi,jiě
百死一生,bǎi,shēng
百岁千秋,bǎi,qiū
百顺百依,bǎi,yī
百兽率舞,bǎi,wǔ
百事无成,bǎi,chéng
百事大吉,bǎi,jí
百世之师,bǎi,shī
百世之利,bǎi,lì
百世一人,bǎi,rén
百不一存,bǎi,cún
百世师,bǎi,
百岁之后,bǎi,hòu
百岁之盟,bǎi,méng
百万雄兵,bǎi,bīng
百世流芬,bǎi,fēn
百般奉承,bǎi,chéng
百般抚慰,bǎi,wèi
百般折磨,bǎi,mó
百万雄师,bǎi,shī
百宝万货,bǎi,huò
百弊丛生,bǎi,shēng
百不当一,bǎi,yī
百不获一,bǎi,yī
百不失一,bǎi,yī
百岁之好,bǎi,hǎo
百巧成穷,bǎi,qióng
百家争鸣,bǎi,míng
百鸟朝凤,bǎi,fèng
百二河山,bǎi,shān
百二关河,bǎi,hé
百堕俱举,bǎi,jǔ
百端交集,bǎi,jí
百端待举,bǎi,jǔ
百堵皆作,bǎi,zuò
百读不厌,bǎi,yàn
百动不如一静,bǎi,rú
百代文宗,bǎi,zōng
百代过客,bǎi,kè
百辞莫辩,bǎi,biàn
百川归海,bǎi,hǎi
百花争妍,bǎi,yàn
百花争艳,bǎi,yàn
百卉千葩,bǎi,pā
百喙莫辩,bǎi,biàn
百喙难辩,bǎi,biàn
百二金瓯,bǎi,ōu
百喙难辞,bǎi,cí
百二山川,bǎi,chuān
百发百中,bǎi,zhòng
百花生日,bǎi,rì
百花齐放，百家争鸣,bǎi,fàng，bǎi
百无一用,bǎi,yòng
百花齐放,bǎi,fàng
百鬼众魅,bǎi,mèi
百怪千奇,bǎi,qí
百感交集,bǎi,jí
百福具臻,bǎi,zhēn
百废咸举,bǎi,jǔ
百废俱兴,bǎi,xīng
百废俱举,bǎi,jǔ
百废具作,bǎi,zuò
百废具兴,bǎi,xīng
百废具举,bǎi,jǔ
百废待兴,bǎi,xīng
百废待举,bǎi,jǔ
百凡待举,bǎi,jǔ
百二山河,bǎi,hé
百品千条,bǎi,tiáo
百喙如一,bǎi,yī
百计千方,bǎi,fāng
百密一疏,bǎi,shū
百谋千计,bǎi,jì
百年不遇,bǎi,yù
百年大计,bǎi,jì
百年大业,bǎi,yè
百年好合,bǎi,hé
百年好事,bǎi,shì
百年难遇,bǎi,yù
百年树人,bǎi,rén
百年偕老,bǎi,lǎo
百年谐老,bǎi,lǎo
百年之柄,bǎi,bǐng
百年之好,bǎi,hǎo
百年之后,bǎi,hòu
百年之业,bǎi,yè
百年之约,bǎi,yuē
百念皆灰,bǎi,huī
百媚千娇,bǎi,jiāo
百喙一词,bǎi,cí
百虑攒心,bǎi,xīn
百龄眉寿,bǎi,shòu
百计千谋,bǎi,móu
百计千心,bǎi,xīn
百结愁肠,bǎi,cháng
百结悬鹑,bǎi,chún
百举百捷,bǎi,jié
百举百全,bǎi,quán
百孔千疮,bǎi,chuāng
百孔千创,bǎi,chuāng
百口莫辩,bǎi,biàn
百口难分,bǎi,fēn
百口同声,bǎi,shēng
百里挑一,bǎi,yī
百里之才,bǎi,cái
百炼成刚,bǎi,gāng
百炼成钢,bǎi,gāng
百了千当,bǎi,dāng
百伶百俐,bǎi,lì
百虑一致,bǎi,zhì
百下百全,bǎi,quán
百尺竿头,bǎi,tóu
百星不如一月,bǎi,rú
百下百着,bǎi,zháo
摆尾摇头,bǎi,tóu
捭阖纵横,bǎi,héng
柏舟之誓,bǎi,shì
柏舟之节,bǎi,jié
百足之虫，至断不蹶,bǎi,chóng，zhì
百足之虫，死而不僵,bǎi,chóng，sǐ
百足之虫，断而不蹶,bǎi,chóng，duàn
百足之虫,bǎi,chóng
百足不僵,bǎi,jiāng
百纵千随,bǎi,suí
百紫千红,bǎi,hóng
百拙千丑,bǎi,chǒu
百啭千声,bǎi,shēng
百中百发,bǎi,fā
百足之虫，至死不僵,bǎi,chóng，zhì
百折不移,bǎi,yí
百衣百随,bǎi,suí
百依百从,bǎi,cóng
百依百顺,bǎi,shùn
百依百随,bǎi,suí
百业萧条,bǎi,tiáo
百载树人,bǎi,rén
百战百败,bǎi,bài
百战不殆,bǎi,dài
百丈竿头,bǎi,tóu
百折不摧,bǎi,cuī
百折不回,bǎi,huí
百折不挠,bǎi,náo
百折不屈,bǎi,qū
百战百胜,bǎi,shèng
百折千回,bǎi,huí
版版六十四,bǎn,shí
版筑饭牛,bǎn,niú
板上砸钉,bǎn,dīng
板板六十四,bǎn,shí
阪上走丸,bǎn,wán
板上钉钉,bǎn,dīng
榜上无名,bǎng,míng
饱暖生淫欲,bǎo,yín
饱暖思淫欲,bǎo,yín
饱人不知饿人饥,bǎo,zhī
饱食暖衣,bǎo,yī
饱食终日,bǎo,rì
饱飨老拳,bǎo,quán
饱学之士,bǎo,shì
保残守缺,bǎo,quē
饱练世故,bǎo,gù
保国安民,bǎo,mín
保家卫国,bǎo,guó
保境息民,bǎo,mín
保泰持盈,bǎo,yíng
保盈持泰,bǎo,tài
饱以老拳,bǎo,quán
饱经忧患,bǎo,huàn
饱经沧桑,bǎo,sāng
饱经世故,bǎo,gù
饱经霜雪,bǎo,xuě
宝刀未老,bǎo,lǎo
宝刀不老,bǎo,lǎo
宝马香车,bǎo,chē
宝山空回,bǎo,huí
宝珠市饼,bǎo,bǐng
褒贬与夺,bǎo,duó
饱汉不知饿汉饥,bǎo,zhī
饱经世变,bǎo,biàn
饱经风霜,bǎo,shuāng
饱经风雨,bǎo,yǔ
饱谙世故,bǎo,gù
比物丑类,bǐ,lèi
比物此志,bǐ,zhì
比物假事,bǐ,shì
比肩接踵,bǐ,zhǒng
比肩接迹,bǐ,jì
比肩皆是,bǐ,shì
比物属事,bǐ,shì
比翼连枝,bǐ,zhī
比翼齐飞,bǐ,fēi
比众不同,bǐ,tóng
彼倡此和,bǐ,hè
彼唱此和,bǐ,hè
彼此彼此,bǐ,cǐ
比物连类,bǐ,lèi
比翼双飞,bǐ,fēi
比岁不登,bǐ,dēng
比屋可封,bǐ,fēng
比屋而封,bǐ,fēng
比手划脚,bǐ,jiǎo
比上不足，比下有余,bǐ,zú，bǐ
比权量力,bǐ,lì
比年不登,bǐ,dēng
比目连枝,bǐ,zhī
比量齐观,bǐ,guān
比类从事,bǐ,shì
比肩系踵,bǐ,zhǒng
比肩随踵,bǐ,zhǒng
比肩齐声,bǐ,shēng
